;********************
;2013.03.13日按TT语料统计词频整理
;据ju、去qu、需xu 、略lve4、虐nve4
;与Cizu_60K.txt的主要区别，删除类似”数据统计、大力发展、代表大会”等词，词频采用TT统计的词频
;20130318“新浪、微博、新浪网、个大降频	;20130326更新词频;2013.03.28增3.6词组
;20130401增加网络词汇2500个;20130403更新词频;2013.04.27添加常用三字词删除低频字词，补齐天干地支
;20130520增四三字词删除低频字词	;20130604增歇后语;20130605重新统计词频	;20130622 人名放入add_Nmame.txt 20130706删低频两字词
七上八下	qi1 shang4 ba1 xia4	8160000
克己	ke4 ji3	8160000
每人每年	mei3 ren2 mei3 nian2	8160000
肥瘦	fei2 shou4	8160000
在我旁边	zai4 wo3 pang2 bian1	8160000
剁成	duo4 cheng2	8160000
大门外	da4 men2 wai4	8160000
这个理由	zhe4 ge4 li3 you2	8160000
应该吧	ying4 gai1 ba1	8160000
革命者	ge2 ming4 zhe3	8160000
户县	hu4 xian4	8160000
你害怕	ni3 hai4 pa4	8160000
追的人	zhui1 de5 ren2	8160000
查清楚	cha2 qing1 chu3	8160000
列个	lie4 ge4	8160000
吃玩	chi1 wan2	8160000
好队	hao3 dui4	8160000
我酷	wo3 ku4	8160000
用啦	yong4 la1	8160000
一笑而过	yi1 xiao4 er2 guo4	8150000
广安市	guang3 an1 shi4	8150000
你丫的	ni3 ya1 de5	8150000
黯然失色	an4 ran2 shi1 se4	8150000
遗传基因	yi2 chuan2 ji1 yin1	8150000
请了假	qing3 le5 jia4	8150000
鬼不鬼	gui3 bu4 gui3	8150000
洱海	er3 hai3	8150000
豆包	dou4 bao1	8150000
小传	xiao3 zhuan4	8150000
断腿	duan4 tui3	8150000
姓张	xing4 zhang1	8150000
啊呀	a5 ya1	8150000
胡先生	hu2 xian1 sheng1	8150000
复辟	fu4 bi4	8150000
高矮	gao1 ai3	8150000
多话	duo1 hua4	8150000
马上就到	ma3 shang4 jiu4 dao4	8150000
彻骨	che4 gu3	8150000
觉不觉得	jue2 bu4 jue2 de2	8150000
苟同	gou3 tong2	8150000
你看一下	ni3 kan4 yi1 xia4	8150000
我也经常	wo3 ye3 jing1 chang2	8150000
你真想	ni3 zhen1 xiang3	8150000
加没加	jia1 mei2 jia1	8150000
我下次	wo3 xia4 ci4	8150000
我也许	wo3 ye3 xu3	8150000
写错了	xie3 cuo4 le5	8150000
这么急	zhe4 me5 ji2	8150000
还呢	huan2 ne5	8150000
好烧	hao3 shao1	8150000
开干	kai1 gan4	8150000
长幼	zhang3 you4	8150000
就贵	jiu4 gui4	8150000
打书	da3 shu1	8150000
学飞	xue2 fei1	8150000
冲开	chong1 kai1	8150000
那题	na4 ti2	8150000
软点	ruan3 dian3	8150000
天花乱坠	tian1 hua1 luan4 zhui4	8140000
雨过天晴	yu3 guo4 tian1 qing2	8140000
巧夺天工	qiao3 duo2 tian1 gong1	8140000
付诸行动	fu4 zhu1 xing2 dong4	8140000
说说笑笑	shuo1 shuo1 xiao4 xiao4	8140000
言谈举止	yan2 tan2 ju3 zhi3	8140000
我不是你	wo3 bu4 shi4 ni3	8140000
就行啦	jiu4 xing2 la1	8140000
又不是我	you4 bu4 shi4 wo3	8140000
海员	hai3 yuan2	8140000
吴川	wu2 chuan1	8140000
故事片	gu4 shi4 pian4	8140000
火星人	huo3 xing1 ren2	8140000
滚动条	gun3 dong4 tiao2	8140000
出笼	chu1 long2	8140000
死啦	si3 la1	8140000
随迁	sui2 qian1	8140000
自己拍	zi4 ji3 pai1	8140000
撞破	zhuang4 po4	8140000
赴宴	fu4 yan4	8140000
东北话	dong1 bei3 hua4	8140000
独木桥	du2 mu4 qiao2	8140000
成就成	cheng2 jiu4 cheng2	8140000
就不理	jiu4 bu4 li3	8140000
搬起	ban1 qi3	8140000
完事了	wan2 shi4 le5	8140000
冥思	ming2 si1	8140000
好几个人	hao3 ji3 ge4 ren2	8140000
诶嘿	ei1 hei1	8140000
我就当	wo3 jiu4 dang1	8140000
你那点	ni3 na4 dian3	8140000
你还小	ni3 hai2 xiao3	8140000
不厉害	bu4 li4 hai4	8140000
不想打	bu4 xiang3 da3	8140000
接待室	jie1 dai4 shi4	8140000
拳击手	quan2 ji1 shou3	8140000
整不整	zheng3 bu4 zheng3	8140000
滋润型	zi1 run4 xing2	8140000
干什么去了	gan4 shen2 me5 qu4 le5	8140000
空白期	kong4 bai2 qi1	8140000
师大附中	shi1 da4 fu4 zhong1	8140000
拼个	pin1 ge4	8140000
怪么	guai4 me5	8140000
他亲	ta1 qin1	8140000
通神	tong1 shen2	8140000
现找	xian4 zhao3	8140000
人棉	ren2 mian2	8140000
分餐	fen1 can1	8140000
抱她	bao4 ta1	8140000
双黄	shuang1 huang2	8140000
接连不断	jie1 lian2 bu4 duan4	8130000
仔仔细细	zi3 zi3 xi4 xi4	8130000
正儿八经	zheng4 er2 ba1 jing1	8130000
各显神通	ge4 xian3 shen2 tong1	8130000
录取线	lu4 qu3 xian4	8130000
也不让我	ye3 bu4 rang4 wo3	8130000
洪洞	hong2 tong2	8130000
押运	ya1 yun4	8130000
吐奶	tu3 nai3	8130000
流浪猫	liu2 lang4 mao1	8130000
猪圈	zhu1 juan4	8130000
跑偏	pao3 pian1	8130000
彩打	cai3 da3	8130000
营盘	ying2 pan2	8130000
好烦的	hao3 fan2 de5	8130000
野菊花	ye3 ju2 hua1	8130000
天谴	tian1 qian3	8130000
肖像权	xiao4 xiang4 quan2	8130000
求子	qiu2 zi3	8130000
老父	lao3 fu4	8130000
恨死	hen4 si3	8130000
自怜	zi4 lian2	8130000
还凑合	hai2 cou4 he2	8130000
我在外面	wo3 zai4 wai4 mian4	8130000
去车站	qu4 che1 zhan4	8130000
没有什么关系	mei2 you3 shen2 me5 guan1 xi4	8130000
算得了	suan4 de2 liao3	8130000
闪失	shan3 shi1	8130000
那就对了	na4 jiu4 dui4 le5	8130000
超热	chao1 re4	8130000
画不画	hua4 bu4 hua4	8130000
新一年	xin1 yi1 nian2	8130000
怎么称呼	zen3 me5 cheng1 hu1	8130000
指甲剪	zhi3 jia3 jian3	8130000
跑个	pao3 ge4	8130000
黑将	hei1 jiang4	8130000
请改	qing3 gai3	8130000
按人	an4 ren2	8130000
再搞	zai4 gao3	8130000
大显身手	da4 xian3 shen1 shou3	8120000
八仙过海	ba1 xian1 guo4 hai3	8120000
活动价	huo2 dong4 jia4	8120000
最后一天了	zui4 hou4 yi1 tian1 le5	8120000
南溪	nan2 xi1	8120000
湖南人	hu2 nan2 ren2	8120000
奏鸣曲	zou4 ming2 qu3	8120000
文科生	wen2 ke1 sheng1	8120000
借条	jie4 tiao2	8120000
骨胶原	gu3 jiao1 yuan2	8120000
月季花	yue4 ji4 hua1	8120000
音乐课	yin1 yue4 ke4	8120000
这哥们	zhe4 ge1 men5	8120000
萨姆	sa4 mu3	8120000
勇斗	yong3 dou4	8120000
细沙	xi4 sha1	8120000
军事化	jun1 shi4 hua4	8120000
与我无关	yu3 wo3 wu2 guan1	8120000
穹顶	qiong2 ding3	8120000
压坏	ya1 huai4	8120000
炸裂	zha4 lie4	8120000
要电话	yao4 dian4 hua4	8120000
青石板	qing1 shi2 ban3	8120000
遵命	zun1 ming4	8120000
卑贱	bei1 jian4	8120000
多少遍	duo1 shao3 bian4	8120000
记单词	ji4 dan1 ci2	8120000
停手	ting2 shou3	8120000
意向书	yi4 xiang4 shu1	8120000
增强器	zeng1 qiang2 qi4	8120000
那有没有	na4 you3 mei2 you3	8120000
万分之一	wan4 fen1 zhi1 yi1	8120000
笑啊	xiao4 a1	8120000
才换	cai2 huan4	8120000
多模	duo1 mo2	8120000
让回	rang4 hui2	8120000
加氟	jia1 fu2	8120000
感人至深	gan3 ren2 zhi4 shen1	8110000
飘飘然	piao1 piao1 ran2	8110000
视死如归	shi4 si3 ru2 gui1	8110000
同道中人	tong2 dao4 zhong1 ren2	8110000
直挺挺	zhi2 ting3 ting3	8110000
淮阳	huai2 yang2	8110000
白蜡	bai2 la4	8110000
直航	zhi2 hang2	8110000
东瀛	dong1 ying2	8110000
插班	cha1 ban1	8110000
鸭绿江	ya1 lu4 jiang1	8110000
天狗	tian1 gou3	8110000
费油	fei4 you2	8110000
伽利略	jia1 li4 lve4	8110000
敷脸	fu1 lian3	8110000
跳棋	tiao4 qi2	8110000
痛斥	tong4 chi4	8110000
我婆婆	wo3 po2 po2	8110000
带劲	dai4 jin4	8110000
后半夜	hou4 ban4 ye4	8110000
够狠	gou4 hen3	8110000
戏言	xi4 yan2	8110000
败北	bai4 bei3	8110000
余味	yu2 wei4	8110000
请罪	qing3 zui4	8110000
有了钱	you3 le5 qian2	8110000
你今年	ni3 jin1 nian2	8110000
落点	luo4 dian3	8110000
看笑话	kan4 xiao4 hua4	8110000
想定	xiang3 ding4	8110000
苦逼了	ku3 bi1 le5	8110000
挺合适	ting3 he2 shi4	8110000
同辈	tong2 bei4	8110000
我还不想	wo3 hai2 bu4 xiang3	8110000
窜到	cuan4 dao4	8110000
再好不过了	zai4 hao3 bu4 guo4 le5	8110000
不过不是	bu4 guo4 bu4 shi4	8110000
不找你	bu4 zhao3 ni3	8110000
划到	hua4 dao4	8110000
死开	si3 kai1	8110000
我过得	wo3 guo4 de2	8110000
小灯	xiao3 deng1	8110000
整得	zheng3 de2	8110000
我赛	wo3 sai4	8110000
车桥	che1 qiao2	8110000
按耐	an4 nai4	8110000
灯座	deng1 zuo4	8110000
平纹	ping2 wen2	8110000
都挺好的	dou1 ting3 hao3 de5	8100000
太搞笑了	tai4 gao3 xiao4 le5	8100000
四肢无力	si4 zhi1 wu2 li4	8100000
不时之需	bu4 shi2 zhi1 xu1	8100000
解决之道	jie3 jue2 zhi1 dao4	8100000
就坏了	jiu4 huai4 le5	8100000
而立之年	er2 li4 zhi1 nian2	8100000
门当户对	men2 dang1 hu4 dui4	8100000
吃了饭	chi1 le5 fan4	8100000
死灰复燃	si3 hui1 fu4 ran2	8100000
豆粕	dou4 po4	8100000
临泉	lin2 quan2	8100000
哪个位置	na3 ge4 wei4 zhi4	8100000
斯巴达克	si1 ba1 da2 ke4	8100000
精装版	jing1 zhuang1 ban3	8100000
奉送	feng4 song4	8100000
憋尿	bie1 niao4	8100000
呵欠	he1 qian4	8100000
初九	chu1 jiu3	8100000
保护神	bao3 hu4 shen2	8100000
空调车	kong1 tiao2 che1	8100000
趁现在	chen4 xian4 zai4	8100000
婶婶	shen3 shen3	8100000
干什么去	gan4 shen2 me5 qu4	8100000
练出来	lian4 chu1 lai2	8100000
管不住	guan3 bu4 zhu4	8100000
玩牌	wan2 pai2	8100000
二叔	er4 shu1	8100000
幸福吧	xing4 fu2 ba1	8100000
打不动	da3 bu4 dong4	8100000
你变得	ni3 bian4 de2	8100000
想不起来了	xiang3 bu4 qi3 lai2 le5	8100000
大朋友	da4 peng2 you3	8100000
你周围	ni3 zhou1 wei2	8100000
事隔	shi4 ge2	8100000
两码事	liang3 ma3 shi4	8100000
你不相信	ni3 bu4 xiang1 xin4	8100000
每届	mei3 jie4	8100000
娇弱	jiao1 ruo4	8100000
生涩	sheng1 se4	8100000
风尘仆仆	feng1 chen2 pu2 pu2	8100000
我说过的	wo3 shuo1 guo4 de5	8100000
不比你	bu4 bi3 ni3	8100000
分啦	fen1 la1	8100000
急救箱	ji2 jiu4 xiang1	8100000
谁让我	shei2 rang4 wo3	8100000
谁让我	shui2 rang4 wo3	8100000
死灰	si3 hui1	8100000
特殊服务	te4 shu1 fu2 wu4	8100000
怎么安排	zen3 me5 an1 pai2	8100000
上呀	shang4 ya1	8100000
升吧	sheng1 ba1	8100000
我胸	wo3 xiong1	8100000
求胜	qiu2 sheng4	8100000
最胖	zui4 pang4	8100000
就压	jiu4 ya1	8100000
前田	qian2 tian2	8100000
三药	san1 yao4	8100000
三则	san1 ze2	8100000
五根	wu3 gen1	8100000
也卡	ye3 ka3	8100000
转户	zhuan3 hu4	8100000
中央民族大学	zhong1 yang1 min2 zu2 da4 xue2	8090000
花花绿绿	hua1 hua1 lv4 lv4	8090000
刮胡刀	gua1 hu2 dao1	8090000
映象	ying4 xiang4	8090000
掉头发	diao4 tou2 fa4	8090000
大枪	da4 qiang1	8090000
护工	hu4 gong1	8090000
商科	shang1 ke1	8090000
万年青	wan4 nian2 qing1	8090000
窗帘布	chuang1 lian2 bu4	8090000
本周五	ben3 zhou1 wu3	8090000
脑溢血	nao3 yi4 xue4	8090000
塞舌尔	sai4 she2 er3	8090000
桃林	tao2 lin2	8090000
高工资	gao1 gong1 zi1	8090000
看星星	kan4 xing1 xing1	8090000
上哪儿	shang4 na3 er2	8090000
附设	fu4 she4	8090000
没进去	mei2 jin4 qu4	8090000
你的祝福	ni3 de5 zhu4 fu2	8090000
自伤	zi4 shang1	8090000
赚来	zhuan4 lai2	8090000
都不在乎	dou1 bu4 zai4 hu1	8090000
可以理解为	ke3 yi3 li3 jie3 wei2	8090000
探听	tan4 ting1	8090000
端茶	duan1 cha2	8090000
最好不过	zui4 hao3 bu4 guo4	8090000
那我把	na4 wo3 ba3	8090000
不讲究	bu4 jiang3 jiu1	8090000
下大雨了	xia4 da4 yu3 le5	8090000
明星赛	ming2 xing1 sai4	8090000
斗得	dou4 de2	8090000
那卡	na4 ka3	8090000
长啥	zhang3 sha2	8090000
地租	di4 zu1	8090000
分场	fen1 chang3	8090000
登人	deng1 ren2	8090000
该那	gai1 na4	8090000
不能说的秘密	bu4 neng2 shuo1 de5 mi4 mi4	8080000
全身而退	quan2 shen1 er2 tui4	8080000
姹紫嫣红	cha4 zi3 yan1 hong2	8080000
为时已晚	wei2 shi2 yi3 wan3	8080000
平邑	ping2 yi4	8080000
范范	fan4 fan4	8080000
多少张	duo1 shao3 zhang1	8080000
东西湖	dong1 xi1 hu2	8080000
触摸式	chu4 mo1 shi4	8080000
鹧鸪	zhe4 gu1	8080000
莲蓬	lian2 peng2	8080000
宫斗	gong1 dou4	8080000
心海	xin1 hai3	8080000
巴拉圭	ba1 la1 gui1	8080000
寻租	xun2 zu1	8080000
荷香	he2 xiang1	8080000
小蓝	xiao3 lan2	8080000
林园	lin2 yuan2	8080000
苏打水	su1 da2 shui3	8080000
花轿	hua1 jiao4	8080000
足月	zu2 yue4	8080000
土鳖	tu3 bie1	8080000
古德	gu3 de2	8080000
打满	da3 man3	8080000
谁这么	shei2 zhe4 me5	8080000
谁这么	shui2 zhe4 me5	8080000
逃开	tao2 kai1	8080000
踩下	cai3 xia4	8080000
策划部	ce4 hua4 bu4	8080000
撑不住了	cheng1 bu4 zhu4 le5	8080000
就不做	jiu4 bu4 zuo4	8080000
培训证	pei2 xun4 zheng4	8080000
晚点了	wan3 dian3 le5	8080000
捂脸	wu3 lian3	8080000
小情人	xiao3 qing2 ren2	8080000
白发苍苍	bai2 fa4 cang1 cang1	8080000
你痛	ni3 tong4	8080000
跟吗	gen1 ma1	8080000
飞啊	fei1 a1	8080000
好腿	hao3 tui3	8080000
他聊	ta1 liao2	8080000
正给	zheng4 gei3	8080000
就烦	jiu4 fan2	8080000
里尔	li3 er3	8080000
三舍	san1 she3	8080000
歇着	xie1 zhe5	8080000
又冲	you4 chong1	8080000
正往	zheng4 wang3	8080000
爱侣	ai4 lv3	8070000
晒晒太阳	shai4 shai4 tai4 yang2	8070000
一往无前	yi1 wang3 wu2 qian2	8070000
悲痛欲绝	bei1 tong4 yu4 jue2	8070000
站不起来	zhan4 bu4 qi3 lai2	8070000
浓烟滚滚	nong2 yan1 gun3 gun3	8070000
又不是你	you4 bu4 shi4 ni3	8070000
灞桥	ba4 qiao2	8070000
塔山	ta3 shan1	8070000
金枪	jin1 qiang1	8070000
饮料瓶	yin3 liao4 ping2	8070000
冠军杯	guan4 jun1 bei1	8070000
专杀	zhuan1 sha1	8070000
吊环	diao4 huan2	8070000
欢颜	huan1 yan2	8070000
三环路	san1 huan2 lu4	8070000
预演	yu4 yan3	8070000
大店	da4 dian4	8070000
卖艺	mai4 yi4	8070000
肥佬	fei2 lao3	8070000
旧情人	jiu4 qing2 ren2	8070000
一卦	yi1 gua4	8070000
有品味	you3 pin3 wei4	8070000
还卖	hai2 mai4	8070000
只待	zhi3 dai4	8070000
没门	mei2 men2	8070000
老狐狸	lao3 hu2 li2	8070000
体力活	ti3 li4 huo2	8070000
趁势	chen4 shi4	8070000
不像你	bu4 xiang4 ni3	8070000
大红包	da4 hong2 bao1	8070000
付了钱	fu4 le5 qian2	8070000
授权人	shou4 quan2 ren2	8070000
验孕棒	yan4 yun4 bang4	8070000
准不准	zhun3 bu4 zhun3	8070000
综合店	zong1 he2 dian4	8070000
全年级	quan2 nian2 ji2	8070000
弑神	shi4 shen2	8070000
书呢	shu1 ne5	8070000
说球	shuo1 qiu2	8070000
要充	yao4 chong1	8070000
就闹	jiu4 nao4	8070000
爱干	ai4 gan4	8070000
快提	kuai4 ti2	8070000
平仓	ping2 cang1	8070000
竭尽所能	jie2 jin4 suo3 neng2	8060000
独领风骚	du2 ling3 feng1 sao1	8060000
顾全大局	gu4 quan2 da4 ju2	8060000
滴水不漏	di1 shui3 bu4 lou4	8060000
鄂州市	e4 zhou1 shi4	8060000
你快去	ni3 kuai4 qu4	8060000
刷级	shua1 ji2	8060000
金毛犬	jin1 mao2 quan3	8060000
学社	xue2 she4	8060000
明晚	ming2 wan3	8060000
肺动脉	fei4 dong4 mai4	8060000
山乡	shan1 xiang1	8060000
藏语	zang4 yu3	8060000
一得	yi1 de2	8060000
没事做	mei2 shi4 zuo4	8060000
对账单	dui4 zhang4 dan1	8060000
性伴侣	xing4 ban4 lv3	8060000
慢镜头	man4 jing4 tou2	8060000
你想吧	ni3 xiang3 ba1	8060000
一头牛	yi1 tou2 niu2	8060000
劳烦	lao2 fan2	8060000
弹劾	tan2 he2	8060000
一小部分	yi1 xiao3 bu4 fen4	8060000
不中用	bu4 zhong1 yong4	8060000
背下来	bei4 xia4 lai2	8060000
沦落到	lun2 luo4 dao4	8060000
帮你做	bang1 ni3 zuo4	8060000
经受住	jing1 shou4 zhu4	8060000
齐整	qi2 zheng3	8060000
跑回来	pao3 hui2 lai2	8060000
我说呢	wo3 shuo1 ne5	8060000
交接班	jiao1 jie1 ban1	8060000
没好好	mei2 hao3 hao3	8060000
怂了	song3 le5	8060000
停过	ting2 guo4	8060000
放给	fang4 gei3	8060000
毛圈	mao2 quan1	8060000
也报	ye3 bao4	8060000
风光秀丽	feng1 guang1 xiu4 li4	8050000
忠于职守	zhong1 yu2 zhi2 shou3	8050000
将心比心	jiang1 xin1 bi3 xin1	8050000
前功尽弃	qian2 gong1 jin4 qi4	8050000
奇形怪状	qi2 xing2 guai4 zhuang4	8050000
精疲力竭	jing1 pi2 li4 jie2	8050000
江桥	jiang1 qiao2	8050000
牌技	pai2 ji4	8050000
政和	zheng4 he2	8050000
唢呐	suo3 na4	8050000
乘除	cheng2 chu2	8050000
破纪录	po4 ji4 lu4	8050000
好榜样	hao3 bang3 yang4	8050000
停课	ting2 ke4	8050000
印鉴	yin4 jian4	8050000
断魂	duan4 hun2	8050000
凭栏	ping2 lan2	8050000
我不够	wo3 bu4 gou4	8050000
谁和我	shei2 he2 wo3	8050000
谁和我	shui2 he2 wo3	8050000
喇叭裤	la3 ba1 ku4	8050000
玉米面	yu4 mi3 mian4	8050000
球手	qiu2 shou3	8050000
那么近	na4 me5 jin4	8050000
头一回	tou2 yi1 hui2	8050000
支撑点	zhi1 cheng1 dian3	8050000
过两年	guo4 liang3 nian2	8050000
滂沱	pang1 tuo2	8050000
加起	jia1 qi3	8050000
你来过	ni3 lai2 guo4	8050000
一堆人	yi1 dui1 ren2	8050000
勃勃生机	bo2 bo2 sheng1 ji1	8050000
打从	da3 cong2	8050000
先休息	xian1 xiu1 xi1	8050000
蜂蜜柚子茶	feng1 mi4 you4 zi3 cha2	8050000
更细	geng4 xi4	8050000
过两	guo4 liang3	8050000
介样	jie4 yang4	8050000
开了个店	kai1 le5 ge4 dian4	8050000
你早就	ni3 zao3 jiu4	8050000
栖霞区	qi1 xia2 qu1	8050000
缺不缺	que1 bu4 que1	8050000
塑料杯	su4 liao4 bei1	8050000
智多星	zhi4 duo1 xing1	8050000
杨小姐	yang2 xiao3 jie3	8050000
写吗	xie3 ma1	8050000
被试	bei4 shi4	8050000
才配	cai2 pei4	8050000
来东	lai2 dong1	8050000
家长里短	jia1 chang2 li3 duan3	8040000
玻璃器皿	bo1 li2 qi4 min3	8040000
告诉我吗	gao4 su4 wo3 ma1	8040000
大失所望	da4 shi1 suo3 wang4	8040000
先天不足	xian1 tian1 bu4 zu2	8040000
板着脸	ban3 zhe5 lian3	8040000
华师大	hua2 shi1 da4	8040000
六十岁	liu4 shi2 sui4	8040000
犯困	fan4 kun4	8040000
大明宫	da4 ming2 gong1	8040000
勿忘我	wu4 wang4 wo3	8040000
磁条	ci2 tiao2	8040000
怎么整	zen3 me5 zheng3	8040000
中国话	zhong1 guo2 hua4	8040000
我老爸	wo3 lao3 ba4	8040000
去酒吧	qu4 jiu3 ba1	8040000
不敢吃	bu4 gan3 chi1	8040000
搞起	gao3 qi3	8040000
武官	wu3 guan1	8040000
久居	jiu3 ju1	8040000
打坏	da3 huai4	8040000
睡觉去了	shui4 jiao4 qu4 le5	8040000
罪责	zui4 ze2	8040000
好脾气	hao3 pi2 qi4	8040000
见过我	jian4 guo4 wo3	8040000
跑一趟	pao3 yi1 tang4	8040000
你后面	ni3 hou4 mian4	8040000
肉体上	rou4 ti3 shang4	8040000
操持	cao1 chi2	8040000
都给你了	dou1 gei3 ni3 le5	8040000
扯扯	che3 che3	8040000
看到了么	kan4 dao4 le5 me5	8040000
新同学	xin1 tong2 xue2	8040000
学习卡	xue2 xi2 ka3	8040000
单位里	dan1 wei4 li3	8040000
改啊	gai3 a1	8040000
录得	lu4 de2	8040000
顺不	shun4 bu4	8040000
才拿	cai2 na2	8040000
重锤	zhong4 chui2	8040000
能差	neng2 cha4	8040000
能批	neng2 pi1	8040000
老关	lao3 guan1	8040000
老关	lao3 guan1	8040000
快跟	kuai4 gen1	8040000
橘黄色	ju2 huang2 se4	8030000
头头是道	tou2 tou2 shi4 dao4	8030000
见了面	jian4 le5 mian4	8030000
千真万确	qian1 zhen1 wan4 que4	8030000
临城	lin2 cheng2	8030000
陈酿	chen2 niang4	8030000
礼品店	li3 pin3 dian4	8030000
砚台	yan4 tai2	8030000
青稞	qing1 ke1	8030000
肥猫	fei2 mao1	8030000
弗洛伊德	fu2 luo4 yi1 de2	8030000
一些话	yi1 xie1 hua4	8030000
大北	da4 bei3	8030000
月租金	yue4 zu1 jin1	8030000
仓颉	cang1 jie2	8030000
想干嘛	xiang3 gan1 ma5	8030000
肥美	fei2 mei3	8030000
计划内	ji4 hua4 nei4	8030000
几排	ji3 pai2	8030000
鬼地方	gui3 di4 fang1	8030000
打扰你了	da3 rao3 ni3 le5	8030000
一代代	yi1 dai4 dai4	8030000
吧啦	ba1 la1	8030000
呆过	dai1 guo4	8030000
白苹果	bai2 ping2 guo3	8030000
要爬	yao4 pa2	8030000
用血	yong4 xue4	8030000
再累	zai4 lei4	8030000
湖南师范大学	hu2 nan2 shi1 fan4 da4 xue2	8020000
也挺好的	ye3 ting3 hao3 de5	8020000
以点带面	yi3 dian3 dai4 mian4	8020000
见死不救	jian4 si3 bu4 jiu4	8020000
头皮发麻	tou2 pi2 fa1 ma2	8020000
七寸	qi1 cun4	8020000
发个图	fa1 ge4 tu2	8020000
大风车	da4 feng1 che1	8020000
非常静	fei1 chang2 jing4	8020000
活动吗	huo2 dong4 ma1	8020000
零陵	ling2 ling2	8020000
凉州	liang2 zhou1	8020000
秋山	qiu1 shan1	8020000
油井	you2 jing3	8020000
红毛	hong2 mao2	8020000
风油精	feng1 you2 jing1	8020000
易容	yi4 rong2	8020000
挺住	ting3 zhu4	8020000
莫尔	mo4 er3	8020000
挤掉	ji3 diao4	8020000
机翼	ji1 yi4	8020000
蓄力	xu4 li4	8020000
好准	hao3 zhun3	8020000
住持	zhu4 chi2	8020000
长得漂亮	zhang3 de2 piao4 liang4	8020000
份子钱	fen4 zi3 qian2	8020000
成心	cheng2 xin1	8020000
灼痛	zhuo2 tong4	8020000
搭个	da1 ge4	8020000
胜败	sheng4 bai4	8020000
屈居	qu1 ju1	8020000
姑奶奶	gu1 nai3 nai3	8020000
私有制	si1 you3 zhi4	8020000
好闲	hao3 xian2	8020000
一出门	yi1 chu1 men2	8020000
我只希望	wo3 zhi3 xi1 wang4	8020000
也不长	ye3 bu4 chang2	8020000
姑奶	gu1 nai3	8020000
你哪里的	ni3 na3 li3 de5	8020000
问个人	wen4 ge4 ren2	8020000
舒服吗	shu1 fu2 ma1	8020000
连吧	lian2 ba1	8020000
做进	zuo4 jin4	8020000
玩闹	wan2 nao4	8020000
贴得	tie1 de2	8020000
没顶	mo4 ding3	8020000
就插	jiu4 cha1	8020000
真香	zhen1 xiang1	8020000
为耻	wei2 chi3	8020000
加药	jia1 yao4	8020000
领进	ling3 jin4	8020000
跑街	pao3 jie1	8020000
三新	san1 xin1	8020000
时风	shi2 feng1	8020000
合肥工业大学	he2 fei2 gong1 ye4 da4 xue2	8010000
恐惧心理	kong3 ju4 xin1 li3	8010000
独当一面	du2 dang1 yi1 mian4	8010000
亏大了	kui1 da4 le5	8010000
你真要	ni3 zhen1 yao4	8010000
当涂	dang1 tu2	8010000
摄影展	she4 ying3 zhan3	8010000
说啥了	shuo1 sha2 le5	8010000
话吧	hua4 ba1	8010000
血细胞	xue4 xi4 bao1	8010000
才算是	cai2 suan4 shi4	8010000
爱我吗	ai4 wo3 ma5	8010000
完型	wan2 xing2	8010000
养女	yang3 nv3	8010000
祝词	zhu4 ci2	8010000
田七	tian2 qi1	8010000
甘霖	gan1 lin2	8010000
文思	wen2 si1	8010000
小巴	xiao3 ba1	8010000
中苏	zhong1 su1	8010000
乱不乱	luan4 bu4 luan4	8010000
慢下来	man4 xia4 lai2	8010000
合脚	he2 jiao3	8010000
几头	ji3 tou2	8010000
劳顿	lao2 dun4	8010000
壮实	zhuang4 shi2	8010000
说得过去	shuo1 de5 guo4 qu4	8010000
北广场	bei3 guang3 chang3	8010000
代理费	dai4 li3 fei4	8010000
交表	jiao1 biao3	8010000
亏大	kui1 da4	8010000
你给我说	ni3 gei3 wo3 shuo1	8010000
设计费	she4 ji4 fei4	8010000
系统价	xi4 tong3 jia4	8010000
一起呢	yi1 qi3 ne5	8010000
自己花	zi4 ji3 hua1	8010000
国计民生	guo2 ji4 min2 sheng1	8010000
孔明灯	kong3 ming2 deng1	8010000
宣讲会	xuan1 jiang3 hui4	8010000
老求	lao3 qiu2	8010000
上庄	shang4 zhuang1	8010000
少白	shao3 bai2	8010000
会慢	hui4 man4	8010000
那放	na4 fang4	8010000
散沙	san3 sha1	8010000
谁见	shui2 jian4	8010000
谁见	shei2 jian4	8010000
五轮	wu3 lun2	8010000
互帮互助	hu4 bang1 hu4 zhu4	8000000
三天两头	san1 tian1 liang3 tou2	8000000
睢宁	sui1 ning2	8000000
超拽	chao1 zhuai4	8000000
油卡	you2 ka3	8000000
还是不好	hai2 shi4 bu4 hao3	8000000
假摔	jia3 shuai1	8000000
仙姑	xian1 gu1	8000000
特批	te4 pi1	8000000
音阶	yin1 jie1	8000000
谈资	tan2 zi1	8000000
少侠	shao4 xia2	8000000
伤肝	shang1 gan1	8000000
开锅	kai1 guo1	8000000
爬上来	pa2 shang4 lai2	8000000
游弋	you2 yi4	8000000
两顿	liang3 dun4	8000000
不想动	bu4 xiang3 dong4	8000000
一撮	yi1 zuo3	8000000
一撮	yi1 cuo1	8000000
蒙混	meng2 hun4	8000000
好好睡	hao3 hao3 shui4	8000000
不指望	bu4 zhi3 wang4	8000000
更怕	geng4 pa4	8000000
搓揉	cuo1 rou2	8000000
