;********************
;2013.03.13日按TT语料统计词频整理
;据ju、去qu、需xu 、略lve4、虐nve4
;与Cizu_60K.txt的主要区别，删除类似”数据统计、大力发展、代表大会”等词，词频采用TT统计的词频
;20130318“新浪、微博、新浪网、个大降频	;20130326更新词频;2013.03.28增3.6词组
;20130401增加网络词汇2500个;20130403更新词频;2013.04.27添加常用三字词删除低频字词，补齐天干地支
;20130520增四三字词删除低频字词	;20130604增歇后语;20130605重新统计词频	;20130622 人名放入add_Nmame.txt 20130706删低频两字词
不流	bu4 liu2	34900000
无踪	wu2 zong1	34900000
群山	qun2 shan1	34900000
祝你好运	zhu4 ni3 hao3 yun4	34900000
接受不	jie1 shou4 bu4	34900000
没动	mei2 dong4	34900000
才用	cai2 yong4	34900000
说真的	shuo1 zhen1 de5	34900000
相接	xiang1 jie1	34900000
深信	shen1 xin4	34900000
树干	shu4 gan4	34900000
在呢	zai4 ne5	34900000
擦干	ca1 gan1	34900000
早些	zao3 xie1	34900000
搂着	lou3 zhe5	34900000
给你个	gei3 ni3 ge4	34900000
比她	bi3 ta1	34900000
他竟然	ta1 jing4 ran2	34900000
说她是	shuo1 ta1 shi4	34900000
明确提出	ming2 que4 ti2 chu1	34900000
但可	dan4 ke3	34900000
更不会	geng4 bu4 hui4	34900000
她将	ta1 jiang1	34900000
本已	ben3 yi3	34900000
他根本	ta1 gen1 ben3	34900000
媳妇了	xi2 fu4 le5	34900000
哑了	ya3 le5	34900000
这游戏	zhe4 you2 xi4	34900000
说别	shuo1 bie2	34900000
搜吧	sou1 ba1	34900000
抓不	zhua1 bu4	34900000
清末	qing1 mo4	34900000
先机	xian1 ji1	34900000
要数	yao4 shu4	34900000
去帮	qu4 bang1	34900000
女图	nv3 tu2	34900000
之理	zhi1 li3	34900000
电平	dian4 ping2	34900000
领事	ling3 shi4	34900000
笑傲江湖	xiao4 ao4 jiang1 hu2	34800000
电热水器	dian4 re4 shui3 qi4	34800000
首都机场	shou3 du1 ji1 chang3	34800000
多少时间	duo1 shao3 shi2 jian1	34800000
妇产医院	fu4 chan3 yi1 yuan4	34800000
号码段	hao4 ma3 duan4	34800000
石狮	shi2 shi1	34800000
甲醇	jia3 chun2	34800000
手提袋	shou3 ti2 dai4	34800000
离合器	li2 he2 qi4	34800000
艺术类	yi4 shu4 lei4	34800000
异域	yi4 yu4	34800000
行贿	xing2 hui4	34800000
新兵	xin1 bing1	34800000
告之	gao4 zhi1	34800000
冷饮	leng3 yin3	34800000
肖像	xiao1 xiang4	34800000
回忆录	hui2 yi4 lu4	34800000
迷雾	mi2 wu4	34800000
嫦娥	chang2 e2	34800000
要准备	yao4 zhun3 bei4	34800000
肩章	jian1 zhang1	34800000
法医	fa3 yi1	34800000
首府	shou3 fu3	34800000
休眠	xiu1 mian2	34800000
有活动	you3 huo2 dong4	34800000
周长	zhou1 chang2	34800000
几项	ji3 xiang4	34800000
擦肩	ca1 jian1	34800000
深陷	shen1 xian4	34800000
攻读	gong1 du2	34800000
做做	zuo4 zuo4	34800000
正式成立	zheng4 shi4 cheng2 li4	34800000
医务人员	yi1 wu4 ren2 yuan2	34800000
松花	song1 hua1	34800000
取舍	qu3 she3	34800000
换了个	huan4 le5 ge4	34800000
肝功	gan1 gong1	34800000
脱掉	tuo1 diao4	34800000
文学家	wen2 xue2 jia1	34800000
另一面	ling4 yi1 mian4	34800000
大义	da4 yi4	34800000
披着	pi1 zhe5	34800000
开销	kai1 xiao1	34800000
出来吧	chu1 lai2 ba1	34800000
不搞	bu4 gao3	34800000
轻快	qing1 kuai4	34800000
醒悟	xing3 wu4	34800000
你送	ni3 song4	34800000
风趣	feng1 qu4	34800000
和你说	he2 ni3 shuo1	34800000
嗜好	shi4 hao4	34800000
就是哈	jiu4 shi4 ha1	34800000
做一下	zuo4 yi1 xia4	34800000
想被	xiang3 bei4	34800000
只可	zhi3 ke3	34800000
我听说	wo3 ting1 shuo1	34800000
都来了	dou1 lai2 le5	34800000
没有他	mei2 you3 ta1	34800000
不然就	bu4 ran2 jiu4	34800000
点几	dian3 ji3	34800000
一个劲	yi1 ge4 jin4	34800000
去试试	qu4 shi4 shi4	34800000
眼睁睁	yan3 zheng1 zheng1	34800000
拍着	pai1 zhe5	34800000
归结	gui1 jie2	34800000
难免会	nan2 mian3 hui4	34800000
遭到了	zao1 dao4 le5	34800000
就不用了	jiu4 bu4 yong4 le5	34800000
侧翻	ce4 fan1	34800000
偷偷的	tou1 tou1 de5	34800000
增高鞋	zeng1 gao1 xie2	34800000
哄了	hong1 le5	34800000
他听	ta1 ting1	34800000
这啊	zhe4 a1	34800000
下气	xia4 qi4	34800000
家庭成员	jia1 ting2 cheng2 yuan2	34700000
诚实守信	cheng2 shi2 shou3 xin4	34700000
解释解释	jie3 shi4 jie3 shi4	34700000
嘉园	jia1 yuan2	34700000
浦江	pu3 jiang1	34700000
卫生院	wei4 sheng1 yuan4	34700000
孕前	yun4 qian2	34700000
军医	jun1 yi1	34700000
洗脚	xi3 jiao3	34700000
钢管舞	gang1 guan3 wu3	34700000
湘菜	xiang1 cai4	34700000
彩云	cai3 yun2	34700000
血战	xue4 zhan4	34700000
可以学	ke3 yi3 xue2	34700000
周围环境	zhou1 wei2 huan2 jing4	34700000
名店	ming2 dian4	34700000
堵车	du3 che1	34700000
有福	you3 fu2	34700000
三周	san1 zhou1	34700000
木屋	mu4 wu1	34700000
避险	bi4 xian3	34700000
中高端	zhong1 gao1 duan1	34700000
水路	shui3 lu4	34700000
随你	sui2 ni3	34700000
绿水	lv4 shui3	34700000
锤子	chui2 zi3	34700000
看不见的	kan4 bu4 jian4 de5	34700000
天热	tian1 re4	34700000
情欲	qing2 yu4	34700000
洗洗	xi3 xi3	34700000
盾牌	dun4 pai2	34700000
先发	xian1 fa1	34700000
十足的	shi2 zu2 de5	34700000
一点也	yi1 dian3 ye3	34700000
有送	you3 song4	34700000
路费	lu4 fei4	34700000
抗争	kang4 zheng1	34700000
不行啊	bu4 xing2 a1	34700000
致谢	zhi4 xie4	34700000
战前	zhan4 qian2	34700000
意念	yi4 nian4	34700000
紧扣	jin3 kou4	34700000
倾倒	qing1 dao3	34700000
没有吃	mei2 you3 chi1	34700000
按月	an4 yue4	34700000
追着	zhui1 zhe5	34700000
不漏	bu4 lou4	34700000
职守	zhi2 shou3	34700000
抑或	yi4 huo4	34700000
冲向	chong1 xiang4	34700000
还是得	hai2 shi4 de2	34700000
弄清	nong4 qing1	34700000
进图	jin4 tu2	34700000
一个吗	yi1 ge4 ma1	34700000
聚在	ju4 zai4	34700000
刚要	gang1 yao4	34700000
大吼	da4 hou3	34700000
就说我	jiu4 shuo1 wo3	34700000
这所	zhe4 suo3	34700000
很感谢	hen3 gan3 xie4	34700000
皆知	jie1 zhi1	34700000
不慢	bu4 man4	34700000
收好	shou1 hao3	34700000
我从来没	wo3 cong2 lai2 mei2	34700000
放开了	fang4 kai1 le5	34700000
径直	jing4 zhi2	34700000
风电	feng1 dian4	34700000
你学的	ni3 xue2 de5	34700000
手机助手	shou3 ji1 zhu4 shou3	34700000
送什么	song4 shen2 me5	34700000
特别特别	te4 bie2 te4 bie2	34700000
小啊	xiao3 a1	34700000
动吧	dong4 ba1	34700000
外经	wai4 jing1	34700000
心吧	xin1 ba1	34700000
学都	xue2 dou1	34700000
老老实实	lao3 lao3 shi2 shi2	34600000
密密麻麻	mi4 mi4 ma2 ma2	34600000
九阴真经	jiu3 yin1 zhen1 jing1	34600000
四号	si4 hao4	34600000
恐怖片	kong3 bu4 pian4	34600000
大闸蟹	da4 zha2 xie4	34600000
经常出现	jing1 chang2 chu1 xian4	34600000
海港	hai3 gang3	34600000
佣兵	yong1 bing1	34600000
福星	fu2 xing1	34600000
滑轮	hua2 lun2	34600000
怎么变	zen3 me5 bian4	34600000
混在	hun4 zai4	34600000
冰封	bing1 feng1	34600000
公爵	gong1 jue2	34600000
劳动法	lao2 dong4 fa3	34600000
代数	dai4 shu4	34600000
能带	neng2 dai4	34600000
此贴	ci3 tie1	34600000
舞者	wu3 zhe3	34600000
公害	gong1 hai4	34600000
多云	duo1 yun2	34600000
大明星	da4 ming2 xing1	34600000
石子	shi2 zi3	34600000
又出	you4 chu1	34600000
山里	shan1 li3	34600000
寡妇	gua3 fu4	34600000
尾灯	wei3 deng1	34600000
立面	li4 mian4	34600000
座充	zuo4 chong1	34600000
费电	fei4 dian4	34600000
已定	yi3 ding4	34600000
神经衰弱	shen2 jing1 shuai1 ruo4	34600000
我爸爸	wo3 ba4 ba4	34600000
下载吧	xia4 zai4 ba1	34600000
伪劣	wei3 lie4	34600000
伤者	shang1 zhe3	34600000
你认识	ni3 ren4 shi2	34600000
微盘	wei1 pan2	34600000
神采	shen2 cai3	34600000
政绩	zheng4 ji4	34600000
高啊	gao1 a1	34600000
被淘汰	bei4 tao2 tai4	34600000
留名	liu2 ming2	34600000
涌入	yong3 ru4	34600000
退化	tui4 hua4	34600000
我和他	wo3 he2 ta1	34600000
飘荡	piao1 dang4	34600000
两本	liang3 ben3	34600000
好起来	hao3 qi3 lai2	34600000
祖母	zu3 mu3	34600000
一些地方	yi1 xie1 di4 fang1	34600000
公司里	gong1 si1 li3	34600000
不会做	bu4 hui4 zuo4	34600000
穿得	chuan1 de2	34600000
照料	zhao4 liao4	34600000
绿树	lv4 shu4	34600000
你手	ni3 shou3	34600000
另收	ling4 shou1	34600000
活泼的	huo2 po1 de5	34600000
利害	li4 hai4	34600000
你讲	ni3 jiang3	34600000
我要是	wo3 yao4 shi4	34600000
磅礴	pang2 bo2	34600000
省下	sheng3 xia4	34600000
不紧	bu4 jin3	34600000
关注你	guan1 zhu4 ni3	34600000
均未	jun1 wei4	34600000
却只	que4 zhi3	34600000
高考完	gao1 kao3 wan2	34600000
直到现在	zhi2 dao4 xian4 zai4	34600000
曾对	ceng2 dui4	34600000
减减肥	jian3 jian3 fei2	34600000
理不理	li3 bu4 li3	34600000
超爱	chao1 ai4	34600000
出来不	chu1 lai2 bu4	34600000
减减	jian3 jian3	34600000
九阴	jiu3 yin1	34600000
想帮	xiang3 bang1	34600000
色么	se4 me5	34600000
他手	ta1 shou3	34600000
钢带	gang1 dai4	34600000
轻笑	qing1 xiao4	34600000
全和	quan2 he2	34600000
卷边	juan3 bian1	34600000
爱不释手	ai4 bu4 shi4 shou3	34500000
四分之一	si4 fen1 zhi1 yi1	34500000
鄂州	e4 zhou1	34500000
太极拳	tai4 ji2 quan2	34500000
无极限	wu2 ji2 xian4	34500000
楚天	chu3 tian1	34500000
休闲服	xiu1 xian2 fu2	34500000
红蓝	hong2 lan2	34500000
寄语	ji4 yu3	34500000
万年历	wan4 nian2 li4	34500000
小汽车	xiao3 qi4 che1	34500000
木纹	mu4 wen2	34500000
伟人	wei3 ren2	34500000
棉被	mian2 bei4	34500000
面世	mian4 shi4	34500000
弹药	dan4 yao4	34500000
小龙女	xiao3 long2 nv3	34500000
停用	ting2 yong4	34500000
批号	pi1 hao4	34500000
浅水	qian3 shui3	34500000
妖魔	yao1 mo2	34500000
眺望	tiao4 wang4	34500000
中下	zhong1 xia4	34500000
刷子	shua1 zi3	34500000
字词	zi4 ci2	34500000
喝点	he4 dian3	34500000
经营权	jing1 ying2 quan2	34500000
要改	yao4 gai3	34500000
可耻	ke3 chi3	34500000
有变化	you3 bian4 hua4	34500000
警卫	jing3 wei4	34500000
打斗	da3 dou4	34500000
某些人	mou3 xie1 ren2	34500000
绝对值	jue2 dui4 zhi2	34500000
草稿	cao3 gao3	34500000
利润率	li4 run4 lv4	34500000
带大	dai4 da4	34500000
全靠	quan2 kao4	34500000
悬殊	xuan2 shu1	34500000
好记	hao3 ji4	34500000
赶赴	gan3 fu4	34500000
唤起	huan4 qi3	34500000
很晚	hen3 wan3	34500000
不参与	bu4 can1 yu3	34500000
层级	ceng2 ji2	34500000
成问题	cheng2 wen4 ti2	34500000
但不要	dan4 bu4 yao4	34500000
敬意	jing4 yi4	34500000
也走	ye3 zou3	34500000
我脸	wo3 lian3	34500000
吃完了	chi1 wan2 le5	34500000
隔开	ge2 kai1	34500000
拉上	la1 shang4	34500000
在西方	zai4 xi1 fang1	34500000
几经	ji3 jing1	34500000
不必担心	bu4 bi4 dan1 xin1	34500000
繁重	fan2 zhong4	34500000
随口	sui2 kou3	34500000
混乱了	hun4 luan4 le5	34500000
没有说的	mei2 you3 shuo1 de5	34500000
过年的	guo4 nian2 de5	34500000
开了车	kai1 le5 che1	34500000
长多	chang2 duo1	34500000
一物	yi1 wu4	34500000
来送	lai2 song4	34500000
分货	fen1 huo4	34500000
那到	na4 dao4	34500000
新表	xin1 biao3	34500000
油泵	you2 beng4	34500000
上海交通大学	shang4 hai3 jiao1 tong1 da4 xue2	34400000
不知不觉中	bu4 zhi1 bu4 jue2 zhong1	34400000
加盟店	jia1 meng2 dian4	34400000
研修	yan2 xiu1	34400000
水暖	shui3 nuan3	34400000
武侯	wu3 hou2	34400000
比较合适	bi3 jiao4 he2 shi4	34400000
豪庭	hao2 ting2	34400000
月租	yue4 zu1	34400000
直邮	zhi2 you2	34400000
铁丝	tie3 si1	34400000
要塞	yao4 sai4	34400000
卧底	wo4 di3	34400000
胸闷	xiong1 men4	34400000
啄木鸟	zhuo2 mu4 niao3	34400000
挚爱	zhi4 ai4	34400000
小桥	xiao3 qiao2	34400000
关口	guan1 kou3	34400000
长腿	chang2 tui3	34400000
偷窥	tou1 kui1	34400000
军民	jun1 min2	34400000
吃水果	chi1 shui3 guo3	34400000
阳城	yang2 cheng2	34400000
在江苏	zai4 jiang1 su1	34400000
安乐	an1 le4	34400000
棺材	guan1 cai2	34400000
紫晶	zi3 jing1	34400000
肾上腺	shen4 shang4 xian4	34400000
乐曲	yue4 qu3	34400000
华贵	hua2 gui4	34400000
烧肉	shao1 rou4	34400000
有史以来	you3 shi3 yi3 lai2	34400000
分项	fen1 xiang4	34400000
要喝	yao4 he1	34400000
能让我	neng2 rang4 wo3	34400000
依山	yi1 shan1	34400000
备忘	bei4 wang4	34400000
不要被	bu4 yao4 bei4	34400000
竖起	shu4 qi3	34400000
重于	zhong4 yu2	34400000
祈求	qi2 qiu2	34400000
努力提高	nu3 li4 ti2 gao1	34400000
去呢	qu4 ne5	34400000
每条	mei3 tiao2	34400000
进士	jin4 shi4	34400000
高过	gao1 guo4	34400000
是不是你	shi4 bu4 shi4 ni3	34400000
大殿	da4 dian4	34400000
排长	pai2 zhang3	34400000
辩解	bian4 jie3	34400000
不要以为	bu4 yao4 yi3 wei2	34400000
跟着我	gen1 zhe5 wo3	34400000
不忍心	bu4 ren3 xin1	34400000
驱使	qu1 shi3	34400000
突兀	tu1 wu4	34400000
二来	er4 lai2	34400000
秉持	bing3 chi2	34400000
故而	gu4 er2	34400000
碎纸机	sui4 zhi3 ji1	34400000
吃大	chi1 da4	34400000
他刚	ta1 gang1	34400000
他太	ta1 tai4	34400000
写么	xie3 me5	34400000
可报	ke3 bao4	34400000
内径	nei4 jing4	34400000
努力学习	nu3 li4 xue2 xi2	34300000
代销	dai4 xiao1	34300000
铜仁	tong2 ren2	34300000
伯乐	bo2 le4	34300000
第八届	di4 ba1 jie4	34300000
平阳	ping2 yang2	34300000
大阪	da4 ban3	34300000
见闻	jian4 wen2	34300000
橡树	xiang4 shu4	34300000
欧版	ou1 ban3	34300000
大漠	da4 mo4	34300000
提臀	ti2 tun2	34300000
漏电	lou4 dian4	34300000
佳节	jia1 jie2	34300000
原车	yuan2 che1	34300000
裂开	lie4 kai1	34300000
当兵	dang1 bing1	34300000
巨蟹	ju4 xie4	34300000
西海岸	xi1 hai3 an4	34300000
通灵	tong1 ling2	34300000
器皿	qi4 min3	34300000
取样	qu3 yang4	34300000
交配	jiao1 pei4	34300000
世外桃源	shi4 wai4 tao2 yuan2	34300000
红糖	hong2 tang2	34300000
手抓	shou3 zhua1	34300000
头号	tou2 hao4	34300000
译者	yi4 zhe3	34300000
硕士生	shuo4 shi4 sheng1	34300000
到老	dao4 lao3	34300000
我就要	wo3 jiu4 yao4	34300000
河内	he2 nei4	34300000
陈先生	chen2 xian1 sheng1	34300000
看看有没有	kan4 kan4 you3 mei2 you3	34300000
消化系统	xiao1 hua4 xi4 tong3	34300000
不包邮	bu4 bao1 you2	34300000
履历	lv3 li4	34300000
毫克	hao2 ke4	34300000
没睡	mei2 shui4	34300000
都别	dou1 bie2	34300000
有关情况	you3 guan1 qing2 kuang4	34300000
反常	fan3 chang2	34300000
有意向	you3 yi4 xiang4	34300000
和气	he2 qi4	34300000
另存	ling4 cun2	34300000
好帖	hao3 tie3	34300000
连日	lian2 ri4	34300000
责怪	ze2 guai4	34300000
讲得	jiang3 de2	34300000
枕巾	zhen3 jin1	34300000
喝着	he1 zhe5	34300000
了解我	liao3 jie3 wo3	34300000
新闻办	xin1 wen2 ban4	34300000
还真有	hai2 zhen1 you3	34300000
喝掉	he4 diao4	34300000
各有各的	ge4 you3 ge4 de5	34300000
竭尽	jie2 jin4	34300000
看见他	kan4 jian4 ta1	34300000
确信	que4 xin4	34300000
他说话	ta1 shuo1 hua4	34300000
回忆起	hui2 yi4 qi3	34300000
一收	yi1 shou1	34300000
要的话	yao4 de5 hua4	34300000
办了个	ban4 le5 ge4	34300000
才刚刚	cai2 gang1 gang1	34300000
好没有	hao3 mei2 you3	34300000
行个	xing2 ge4	34300000
才问	cai2 wen4	34300000
可会	ke3 hui4	34300000
通到	tong1 dao4	34300000
分球	fen1 qiu2	34300000
能按	neng2 an4	34300000
能接	neng2 jie1	34300000
导轨	dao3 gui3	34200000
崂山	lao2 shan1	34200000
均码	jun1 ma3	34200000
高雄	gao1 xiong2	34200000
花语	hua1 yu3	34200000
西里	xi1 li3	34200000
前门	qian2 men2	34200000
祥云	xiang2 yun2	34200000
浦发	pu3 fa1	34200000
过生日	guo4 sheng1 ri4	34200000
飞鸟	fei1 niao3	34200000
国营	guo2 ying2	34200000
辣妹	la4 mei4	34200000
补办	bu3 ban4	34200000
爱民	ai4 min2	34200000
卡拉	ka3 la1	34200000
罗兰	luo2 lan2	34200000
胖胖	pang4 pang4	34200000
地价	di4 jia4	34200000
马来	ma3 lai2	34200000
肥羊	fei2 yang2	34200000
没事吧	mei2 shi4 ba1	34200000
作法	zuo4 fa3	34200000
原点	yuan2 dian3	34200000
烂漫	lan4 man4	34200000
表哥	biao3 ge1	34200000
耐久	nai4 jiu3	34200000
储量	chu3 liang4	34200000
你不懂	ni3 bu4 dong3	34200000
形容词	xing2 rong2 ci2	34200000
必选	bi4 xuan3	34200000
林家	lin2 jia1	34200000
扎根	zha1 gen1	34200000
十次	shi2 ci4	34200000
微访谈	wei1 fang3 tan2	34200000
你变	ni3 bian4	34200000
可逆	ke3 ni4	34200000
牌九	pai2 jiu3	34200000
为师	wei2 shi1	34200000
身体里	shen1 ti3 li3	34200000
男神	nan2 shen2	34200000
可不是	ke3 bu4 shi4	34200000
一个半	yi1 ge4 ban4	34200000
自认为	zi4 ren4 wei2	34200000
这个城市	zhe4 ge4 cheng2 shi4	34200000
实属	shi2 shu3	34200000
一介	yi1 jie4	34200000
单卖	dan1 mai4	34200000
切切	qie4 qie4	34200000
乏味	fa2 wei4	34200000
隐藏着	yin3 cang2 zhe5	34200000
按一下	an4 yi1 xia4	34200000
写明	xie3 ming2	34200000
小手机	xiao3 shou3 ji1	34200000
硕大	shuo4 da4	34200000
凌厉	ling2 li4	34200000
说不出来	shuo1 bu4 chu1 lai2	34200000
那只是	na4 zhi3 shi4	34200000
抱有	bao4 you3	34200000
就不错	jiu4 bu4 cuo4	34200000
等上	deng3 shang4	34200000
说词	shuo1 ci2	34200000
一般而言	yi1 ban1 er2 yan2	34200000
就不说了	jiu4 bu4 shuo1 le5	34200000
如果他们	ru2 guo3 ta1 men5	34200000
说对了	shuo1 dui4 le5	34200000
过生	guo4 sheng1	34200000
你们怎么	ni3 men5 zen3 me5	34200000
问这个	wen4 zhe4 ge4	34200000
吃在	chi1 zai4	34200000
去里	qu4 li3	34200000
所起	suo3 qi3	34200000
对女	dui4 nv3	34200000
快在	kuai4 zai4	34200000
么写	me5 xie3	34200000
骚年	sao1 nian2	34200000
算有	suan4 you3	34200000
学龄	xue2 ling2	34200000
也回	ye3 hui2	34200000
你想要的	ni3 xiang3 yao4 de5	34100000
同姓	tong2 xing4	34100000
清热解毒	qing1 re4 jie3 du2	34100000
何去何从	he2 qu4 he2 cong2	34100000
忘掉	wang4 diao4	34100000
我试了	wo3 shi4 le5	34100000
四中	si4 zhong1	34100000
聚酯	ju4 zhi3	34100000
失灵	shi1 ling2	34100000
女仆	nv3 pu2	34100000
北海道	bei3 hai3 dao4	34100000
几部	ji3 bu4	34100000
蒙牛	meng3 niu2	34100000
班次	ban1 ci4	34100000
百岁	bai3 sui4	34100000
封杀	feng1 sha1	34100000
鸡汤	ji1 tang1	34100000
葬礼	zang4 li3	34100000
过半	guo4 ban4	34100000
高难度	gao1 nan2 du4	34100000
漂泊	piao1 bo2	34100000
先驱	xian1 qu1	34100000
过不去	guo4 bu4 qu4	34100000
手笔	shou3 bi3	34100000
下半	xia4 ban4	34100000
被控	bei4 kong4	34100000
一列	yi1 lie4	34100000
难忍	nan2 ren3	34100000
每家	mei3 jia1	34100000
成功经验	cheng2 gong1 jing1 yan4	34100000
无情的	wu2 qing2 de5	34100000
掉到	diao4 dao4	34100000
体味	ti3 wei4	34100000
到死	dao4 si3	34100000
分清	fen1 qing1	34100000
不知名	bu4 zhi1 ming2	34100000
骗你	pian4 ni3	34100000
看见你	kan4 jian4 ni3	34100000
给我说	gei3 wo3 shuo1	34100000
很特别	hen3 te4 bie2	34100000
给你带来	gei3 ni3 dai4 lai2	34100000
房间内	fang2 jian1 nei4	34100000
不改变	bu4 gai3 bian4	34100000
净重	jing4 zhong4	34100000
你还要	ni3 hai2 yao4	34100000
别人知道	bie2 ren2 zhi1 dao4	34100000
说的对	shuo1 de5 dui4	34100000
也分	ye3 fen1	34100000
松散	song1 san3	34100000
全权	quan2 quan2	34100000
就给你	jiu4 gei3 ni3	34100000
每一种	mei3 yi1 zhong3	34100000
笔直	bi3 zhi2	34100000
额外的	e2 wai4 de5	34100000
来到这里	lai2 dao4 zhe4 li3	34100000
会错	hui4 cuo4	34100000
只可惜	zhi3 ke3 xi1	34100000
他每天	ta1 mei3 tian1	34100000
该片	gai1 pian4	34100000
眸子	mou2 zi3	34100000
服下	fu2 xia4	34100000
那说	na4 shuo1	34100000
我没在	wo3 mei2 zai4	34100000
定福庄	ding4 fu2 zhuang1	34100000
见附件	jian4 fu4 jian4	34100000
清洗剂	qing1 xi3 ji4	34100000
探测器	tan4 ce4 qi4	34100000
可给	ke3 gei3	34100000
多配	duo1 pei4	34100000
多水	duo1 shui3	34100000
该怎么做	gai1 zen3 me5 zuo4	34000000
银泰	yin2 tai4	34000000
客家	ke4 jia1	34000000
跟团	gen1 tuan2	34000000
象山	xiang4 shan1	34000000
第三版	di4 san1 ban3	34000000
黄浦区	huang2 pu3 qu1	34000000
保障房	bao3 zhang4 fang2	34000000
永兴	yong3 xing1	34000000
学友	xue2 you3	34000000
细跟	xi4 gen1	34000000
黑龙	hei1 long2	34000000
追尾	zhui1 wei3	34000000
强拆	qiang2 chai1	34000000
肿大	zhong3 da4	34000000
在西安	zai4 xi1 an1	34000000
首富	shou3 fu4	34000000
君王	jun1 wang2	34000000
过河	guo4 he2	34000000
客流	ke4 liu2	34000000
求求	qiu2 qiu2	34000000
排位	pai2 wei4	34000000
这么难	zhe4 me5 nan2	34000000
液态	ye4 tai4	34000000
不哭	bu4 ku1	34000000
统计学	tong3 ji4 xue2	34000000
吆喝	yao1 he4	34000000
两支	liang3 zhi1	34000000
不后悔	bu4 hou4 hui3	34000000
月收入	yue4 shou1 ru4	34000000
师姐	shi1 jie3	34000000
自习	zi4 xi2	34000000
二审	er4 shen3	34000000
开放日	kai1 fang4 ri4	34000000
皮蛋	pi2 dan4	34000000
冷战	leng3 zhan4	34000000
扫除	sao3 chu2	34000000
粘稠	nian2 chou2	34000000
想死	xiang3 si3	34000000
肝肾	gan1 shen4	34000000
长信	chang2 xin4	34000000
舞剧	wu3 ju4	34000000
严寒	yan2 han2	34000000
宝座	bao3 zuo4	34000000
大套	da4 tao4	34000000
不虚	bu4 xu1	34000000
我敢	wo3 gan3	34000000
一年来	yi1 nian2 lai2	34000000
共性	gong4 xing4	34000000
安在	an1 zai4	34000000
反差	fan3 cha1	34000000
报答	bao4 da2	34000000
瓦解	wa3 jie3	34000000
我日	wo3 ri4	34000000
狠狠的	hen3 hen3 de5	34000000
多注意	duo1 zhu4 yi4	34000000
编造	bian1 zao4	34000000
内人	nei4 ren2	34000000
结果被	jie2 guo3 bei4	34000000
恭维	gong1 wei2	34000000
不闻	bu4 wen2	34000000
只管	zhi3 guan3	34000000
愈发	yu4 fa1	34000000
要强	yao4 qiang2	34000000
专程	zhuan1 cheng2	34000000
大流	da4 liu2	34000000
提我	ti2 wo3	34000000
粗略	cu1 lve4	34000000
扔到	reng1 dao4	34000000
无他	wu2 ta1	34000000
也因	ye3 yin1	34000000
本条	ben3 tiao2	34000000
在干什么	zai4 gan4 shen2 me5	34000000
打了下	da3 le5 xia4	34000000
孤独终老	gu1 du2 zhong1 lao3	34000000
欺负了	qi1 fu4 le5	34000000
清醒了	qing1 xing3 le5	34000000
看手	kan4 shou3	34000000
真得	zhen1 dei3	34000000
把火	ba3 huo3	34000000
系么	xi4 me5	34000000
逐步形成	zhu2 bu4 xing2 cheng2	33900000
我在网上	wo3 zai4 wang3 shang4	33900000
服务站	fu2 wu4 zhan4	33900000
封神	feng1 shen2	33900000
胖人	pang4 ren2	33900000
三套	san1 tao4	33900000
大东	da4 dong1	33900000
美颜	mei3 yan2	33900000
臭氧	chou4 yang3	33900000
南街	nan2 jie1	33900000
玻璃瓶	bo1 li2 ping2	33900000
中村	zhong1 cun1	33900000
中国队	zhong1 guo2 dui4	33900000
纯情	chun2 qing2	33900000
捧场	peng3 chang3	33900000
多米	duo1 mi3	33900000
玉女	yu4 nv3	33900000
锥形	zhui1 xing2	33900000
心情不好	xin1 qing2 bu4 hao3	33900000
挑一	tiao1 yi1	33900000
闯进	chuang3 jin4	33900000
缝合	feng2 he2	33900000
工时	gong1 shi2	33900000
甘露	gan1 lu4	33900000
过境	guo4 jing4	33900000
懂你	dong3 ni3	33900000
总想	zong3 xiang3	33900000
楼道	lou2 dao4	33900000
夜深	ye4 shen1	33900000
触碰	chu4 peng4	33900000
初审	chu1 shen3	33900000
全装	quan2 zhuang1	33900000
在我身边	zai4 wo3 shen1 bian1	33900000
很生气	hen3 sheng1 qi4	33900000
查验	cha2 yan4	33900000
出息	chu1 xi1	33900000
兵力	bing1 li4	33900000
通电话	tong1 dian4 hua4	33900000
尚可	shang4 ke3	33900000
寄给	ji4 gei3	33900000
中选	zhong4 xuan3	33900000
质朴	zhi4 pu3	33900000
字迹	zi4 ji4	33900000
减低	jian3 di1	33900000
